filename,userid,nrp,kd_ktm,kesatuan,subsatker,pns_atau_militer
/home/kreasi/k6-test/k6-test-bot/TESTER/us1/test.xlsx,492316,9999990001,99,999999,0001,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us2/test.xlsx,492317,9999990002,99,999999,0002,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us3/test.xlsx,492318,9999990003,99,999999,0003,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us4/test.xlsx,492319,9999990004,99,999999,0004,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us5/test.xlsx,492320,9999990005,99,999999,0005,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us6/test.xlsx,492321,9999990006,99,999999,0006,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us7/test.xlsx,492322,9999990007,99,999999,0007,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us8/test.xlsx,492323,9999990008,99,999999,0008,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us9/test.xlsx,492324,9999990009,99,999999,0009,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us10/test.xlsx,492325,9999990010,99,999999,0010,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us11/test.xlsx,492326,9999990011,99,999999,0011,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us12/test.xlsx,492327,9999990012,99,999999,0012,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us13/test.xlsx,492328,9999990013,99,999999,0013,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us14/test.xlsx,492329,9999990014,99,999999,0014,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us15/test.xlsx,492330,9999990015,99,999999,0015,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us16/test.xlsx,492331,9999990016,99,999999,0016,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us17/test.xlsx,492332,9999990017,99,999999,0017,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us18/test.xlsx,492333,9999990018,99,999999,0018,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us19/test.xlsx,492334,9999990019,99,999999,0019,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us20/test.xlsx,492335,9999990020,99,999999,0020,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us21/test.xlsx,492336,9999990021,99,999999,0021,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us22/test.xlsx,492337,9999990022,99,999999,0022,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us23/test.xlsx,492338,9999990023,99,999999,0023,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us24/test.xlsx,492339,9999990024,99,999999,0024,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us25/test.xlsx,492340,9999990025,99,999999,0025,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us26/test.xlsx,492341,9999990026,99,999999,0026,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us27/test.xlsx,492342,9999990027,99,999999,0027,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us28/test.xlsx,492343,9999990028,99,999999,0028,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us29/test.xlsx,492344,9999990029,99,999999,0029,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us30/test.xlsx,492345,9999990030,99,999999,0030,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us31/test.xlsx,492346,9999990031,99,999999,0031,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us32/test.xlsx,492347,9999990032,99,999999,0032,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us33/test.xlsx,492348,9999990033,99,999999,0033,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us34/test.xlsx,492349,9999990034,99,999999,0034,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us35/test.xlsx,492350,9999990035,99,999999,0035,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us36/test.xlsx,492351,9999990036,99,999999,0036,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us37/test.xlsx,492352,9999990037,99,999999,0037,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us38/test.xlsx,492353,9999990038,99,999999,0038,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us39/test.xlsx,492354,9999990039,99,999999,0039,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us40/test.xlsx,492355,9999990040,99,999999,0040,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us41/test.xlsx,492356,9999990041,99,999999,0041,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us42/test.xlsx,492357,9999990042,99,999999,0042,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us43/test.xlsx,492358,9999990043,99,999999,0043,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us44/test.xlsx,492359,9999990044,99,999999,0044,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us45/test.xlsx,492360,9999990045,99,999999,0045,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us46/test.xlsx,492361,9999990046,99,999999,0046,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us47/test.xlsx,492362,9999990047,99,999999,0047,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us48/test.xlsx,492363,9999990048,99,999999,0048,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us49/test.xlsx,492364,9999990049,99,999999,0049,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us50/test.xlsx,492365,9999990050,99,999999,0050,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us51/test.xlsx,492366,9999990051,99,999999,0051,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us52/test.xlsx,492367,9999990052,99,999999,0052,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us53/test.xlsx,492368,9999990053,99,999999,0053,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us54/test.xlsx,492369,9999990054,99,999999,0054,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us55/test.xlsx,492370,9999990055,99,999999,0055,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us56/test.xlsx,492371,9999990056,99,999999,0056,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us57/test.xlsx,492372,9999990057,99,999999,0057,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us58/test.xlsx,492373,9999990058,99,999999,0058,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us59/test.xlsx,492374,9999990059,99,999999,0059,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us60/test.xlsx,492375,9999990060,99,999999,0060,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us61/test.xlsx,492376,9999990061,99,999999,0061,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us62/test.xlsx,492377,9999990062,99,999999,0062,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us63/test.xlsx,492378,9999990063,99,999999,0063,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us64/test.xlsx,492379,9999990064,99,999999,0064,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us65/test.xlsx,492380,9999990065,99,999999,0065,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us66/test.xlsx,492381,9999990066,99,999999,0066,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us67/test.xlsx,492382,9999990067,99,999999,0067,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us68/test.xlsx,492383,9999990068,99,999999,0068,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us69/test.xlsx,492384,9999990069,99,999999,0069,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us70/test.xlsx,492385,9999990070,99,999999,0070,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us71/test.xlsx,492386,9999990071,99,999999,0071,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us72/test.xlsx,492387,9999990072,99,999999,0072,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us73/test.xlsx,492388,9999990073,99,999999,0073,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us74/test.xlsx,492389,9999990074,99,999999,0074,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us75/test.xlsx,492390,9999990075,99,999999,0075,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us76/test.xlsx,492391,9999990076,99,999999,0076,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us77/test.xlsx,492392,9999990077,99,999999,0077,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us78/test.xlsx,492393,9999990078,99,999999,0078,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us79/test.xlsx,492394,9999990079,99,999999,0079,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us80/test.xlsx,492395,9999990080,99,999999,0080,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us81/test.xlsx,492396,9999990081,99,999999,0081,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us82/test.xlsx,492397,9999990082,99,999999,0082,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us83/test.xlsx,492398,9999990083,99,999999,0083,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us84/test.xlsx,492399,9999990084,99,999999,0084,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us85/test.xlsx,492400,9999990085,99,999999,0085,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us86/test.xlsx,492401,9999990086,99,999999,0086,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us87/test.xlsx,492402,9999990087,99,999999,0087,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us88/test.xlsx,492403,9999990088,99,999999,0088,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us89/test.xlsx,492404,9999990089,99,999999,0089,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us90/test.xlsx,492405,9999990090,99,999999,0090,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us91/test.xlsx,492406,9999990091,99,999999,0091,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us92/test.xlsx,492407,9999990092,99,999999,0092,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us93/test.xlsx,492408,9999990093,99,999999,0093,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us94/test.xlsx,492409,9999990094,99,999999,0094,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us95/test.xlsx,492410,9999990095,99,999999,0095,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us96/test.xlsx,492411,9999990096,99,999999,0096,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us97/test.xlsx,492412,9999990097,99,999999,0097,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us98/test.xlsx,492413,9999990098,99,999999,0098,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us99/test.xlsx,492414,9999990099,99,999999,0099,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us100/test.xlsx,492415,9999990100,99,999999,0100,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us101/test.xlsx,492416,9999990101,99,999999,0101,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us102/test.xlsx,492417,9999990102,99,999999,0102,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us103/test.xlsx,492418,9999990103,99,999999,0103,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us104/test.xlsx,492419,9999990104,99,999999,0104,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us105/test.xlsx,492420,9999990105,99,999999,0105,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us106/test.xlsx,492421,9999990106,99,999999,0106,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us107/test.xlsx,492422,9999990107,99,999999,0107,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us108/test.xlsx,492423,9999990108,99,999999,0108,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us109/test.xlsx,492424,9999990109,99,999999,0109,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us110/test.xlsx,492425,9999990110,99,999999,0110,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us111/test.xlsx,492426,9999990111,99,999999,0111,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us112/test.xlsx,492427,9999990112,99,999999,0112,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us113/test.xlsx,492428,9999990113,99,999999,0113,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us114/test.xlsx,492429,9999990114,99,999999,0114,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us115/test.xlsx,492430,9999990115,99,999999,0115,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us116/test.xlsx,492431,9999990116,99,999999,0116,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us117/test.xlsx,492432,9999990117,99,999999,0117,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us118/test.xlsx,492433,9999990118,99,999999,0118,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us119/test.xlsx,492434,9999990119,99,999999,0119,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us120/test.xlsx,492435,9999990120,99,999999,0120,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us121/test.xlsx,492436,9999990121,99,999999,0121,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us122/test.xlsx,492437,9999990122,99,999999,0122,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us123/test.xlsx,492438,9999990123,99,999999,0123,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us124/test.xlsx,492439,9999990124,99,999999,0124,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us125/test.xlsx,492440,9999990125,99,999999,0125,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us126/test.xlsx,492441,9999990126,99,999999,0126,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us127/test.xlsx,492442,9999990127,99,999999,0127,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us128/test.xlsx,492443,9999990128,99,999999,0128,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us129/test.xlsx,492444,9999990129,99,999999,0129,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us130/test.xlsx,492445,9999990130,99,999999,0130,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us131/test.xlsx,492446,9999990131,99,999999,0131,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us132/test.xlsx,492447,9999990132,99,999999,0132,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us133/test.xlsx,492448,9999990133,99,999999,0133,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us134/test.xlsx,492449,9999990134,99,999999,0134,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us135/test.xlsx,492450,9999990135,99,999999,0135,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us136/test.xlsx,492451,9999990136,99,999999,0136,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us137/test.xlsx,492452,9999990137,99,999999,0137,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us138/test.xlsx,492453,9999990138,99,999999,0138,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us139/test.xlsx,492454,9999990139,99,999999,0139,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us140/test.xlsx,492455,9999990140,99,999999,0140,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us141/test.xlsx,492456,9999990141,99,999999,0141,PNS
